"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Amount","FlagCodes"
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",1262.099,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",1197.797,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",1409.068,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",1521.612,"P"
"SVK","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",1687.991,
"SVK","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",1706.301,
"SVK","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",2010.58,
"SVK","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",2210.167,"E"
"SVK","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",427.461,
"SVK","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",419.365,
"SVK","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",511.01,
"SVK","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",545.777,"E"
"ESP","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",2489.202,
"ESP","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",2718.031,
"ESP","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",2926.323,
"ESP","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",3112.755,"E"
"ESP","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",1039.18,
"ESP","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",997.937,
"ESP","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",1160.46,
"ESP","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",1319.103,"E"
"SWE","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",4586.261,
"SWE","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",4941.134,
"SWE","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",5350.93,"P"
"SWE","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",5524.902,"P"
"SWE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",801.471,
"SWE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",792.4,
"SWE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",876.683,"P"
"SWE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",912.79,"P"
"CHE","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",4443.132,
"CHE","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",4750.437,
"CHE","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",5135.202,
"CHE","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",5547.311,"E"
"CHE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",2186.916,
"CHE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",2218.944,
"CHE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",2338.429,
"CHE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",2501.799,"E"
"TUR","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",956.799,
"TUR","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",1028.703,
"TUR","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",1228.942,
"TUR","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",1395.047,"E"
"TUR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",274.835,
"TUR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",276.006,
"TUR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",330.593,
"TUR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",432.436,"E"
"GBR","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",3479.872,
"GBR","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",4151.748,
"GBR","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",4538.693,
"GBR","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",4478.96,"P"
"GBR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",909.165,
"GBR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",846.18,
"GBR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",927.875,
"GBR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",1013.682,"P"
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",8978.026,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",10076.372,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",10201.371,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",10643.652,"E"
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",1874.813,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",1839.574,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",1995.595,
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",1911.612,"E"
"BRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",612.209,
"BRA","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",705.14,
"BRA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",839.049,
"BRA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",823.646,
"CHL","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",1392.014,
"CHL","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",1571.871,
"CHL","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",1679.242,
"CHL","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",1679.256,"P"
"CHL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",904.973,
"CHL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",845.513,
"CHL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",997.885,
"CHL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",1020.139,"P"
"CHN","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",506.022,
"CHN","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",536.437,
"CHN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",395.826,
"CHN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",442.349,
"COL","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",947.719,
"COL","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",1001.512,
"COL","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",1200.977,
"COL","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",1247.765,"E"
"COL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",291.942,
"COL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",291.711,
"COL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",331.371,
"COL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",392.107,"E"
"CRI","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",1150.589,
"CRI","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",1226.253,
"CRI","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",1244.093,
"CRI","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",1233.567,"E"
"CRI","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",405.579,
"CRI","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",391.57,
"CRI","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",426.466,
"CRI","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",424.574,"E"
"EST","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",1826.198,
"EST","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",2105.704,
"EST","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",2343.295,
"EST","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",2356.065,"P"
"EST","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",626.876,
"EST","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",625.308,
"EST","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",730.299,
"EST","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",746.451,"P"
"IND","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",74.255,
"IND","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",78.469,
"IND","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",144.149,
"IND","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",132.182,
"IDN","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",174.715,
"IDN","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",222.683,
"IDN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",181.546,
"IDN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",182.282,
"ISR","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",1756.48,
"ISR","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",1960.761,"P"
"ISR","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",2221.245,
"ISR","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",2360.358,"E"
"ISR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",915.089,
"ISR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",895.56,"P"
"ISR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",1003.602,
"ISR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",1084.035,"E"
"LVA","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",1217.83,
"LVA","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",1417.13,
"LVA","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",2168.46,
"LVA","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",2304.076,"E"
"LVA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",807.741,
"LVA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",810.766,
"LVA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",953.182,
"LVA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",1141.22,"E"
"LTU","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",1780.423,
"LTU","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",2019.701,
"LTU","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",2287.322,
"LTU","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",2459.292,"P"
"LTU","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",901.028,
"LTU","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",858.002,
"LTU","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",1048.155,
"LTU","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",1126.96,"P"
"SVN","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",2345.05,
"SVN","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",2541.899,
"SVN","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",2864.648,
"SVN","HEALTHEXP","COMPULSORY","USD_CAP","A","2022",3055.747,"P"
"SVN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",876.845,
"SVN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",932.248,
"SVN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",1020.171,
"SVN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2022",1058.071,"P"
"ZAF","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",585.896,
"ZAF","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",603.046,
"ZAF","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",636.306,
"ZAF","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",580.8,
"BGR","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",1087.97,
"BGR","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",1339.922,
"BGR","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",1604.146,
"BGR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",707.651,
"BGR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",783.06,
"BGR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",875.151,
"HRV","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",1673.9,
"HRV","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",1817.666,
"HRV","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",2227.836,
"HRV","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",2785.895,
"HRV","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",341.268,
"HRV","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",377.745,
"CYP","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",1508.425,
"CYP","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",2336.187,
"CYP","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",3292.174,"P"
"CYP","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",1274.825,
"CYP","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",784.667,
"CYP","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",567.959,"P"
"MLT","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",2596.762,
"MLT","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",2878.32,
"MLT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",1557.016,
"MLT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",1437.494,
"ROU","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",1483.632,
"ROU","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",1646.824,
"ROU","HEALTHEXP","COMPULSORY","USD_CAP","A","2021",1867.869,
"ROU","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",360.637,
"ROU","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",404.764,
"ROU","HEALTHEXP","VOLUNTARY","USD_CAP","A","2021",516.651,
"ARG","HEALTHEXP","TOT","USD_CAP","A","2019",2254.047,
"ARG","HEALTHEXP","TOT","USD_CAP","A","2020",2169.661,
"ARG","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",1411.145,
"ARG","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",1443.829,
"ARG","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",842.902,
"ARG","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",725.832,
"PER","HEALTHEXP","TOT","USD_CAP","A","2019",702.355,
"PER","HEALTHEXP","TOT","USD_CAP","A","2020",759.475,
"PER","HEALTHEXP","COMPULSORY","USD_CAP","A","2019",441.831,
"PER","HEALTHEXP","COMPULSORY","USD_CAP","A","2020",522.771,
"PER","HEALTHEXP","VOLUNTARY","USD_CAP","A","2019",260.525,
"PER","HEALTHEXP","VOLUNTARY","USD_CAP","A","2020",236.704,
